l4at56um-in-pool1pts-25deg-250rpm20/11/202215:03:19	
Time (seconds)	Raw Heat Rate (uJ / s)
1473	-97,05190792
1474	-97,05101103
1475	-97,05013293
1476	-97,04929875
1477	-97,04857794
1478	-97,04810777
1479	-97,04790372
1480	-97,04787825
1481	-97,04799435
1482	-97,04823594
1483	-97,04857214
1484	-97,04890595
1485	-97,0491886
1486	-97,0494629
1487	-97,0498418
1488	-97,05040654
1489	-97,05119022
1490	-97,05218393
1491	-97,05338085
1492	-97,05472809
1493	-97,0560925
1494	-97,0574017
1495	-97,05867968
1496	-97,05995512
1497	-97,06122229
1498	-97,06240931
1499	-97,06352746
1500	-97,06463858
1501	-97,06575106
1502	-97,06687109
1503	-97,06798027
1504	-97,0690912
1505	-97,07024689
1506	-97,07147001
1507	-97,07275554
1508	-97,07410034
1509	-97,07545677
1510	-97,0768081
1511	-97,07813388
1512	-97,07944058
1513	-97,08070833
1514	-97,08188612
1515	-97,08294024
1516	-97,08385278
1517	-97,0846021
1518	-97,08522958
1519	-97,08577522
1520	-97,08619718
1521	-97,08643225
1522	-97,08646021
1523	-97,08630369
1524	-97,08606956
1525	-97,08581391
1526	-97,0855245
1527	-97,08520445
1528	-97,08488432
1529	-97,0845672
1530	-97,08422689
1531	-97,08385942
1532	-97,08349798
1533	-97,08316383
1534	-97,08284726
1535	-97,0825994
1536	-97,08246172
1537	-97,08236549
1538	-97,08221619
1539	-97,08190584
1540	-97,08137979
1541	-97,08072243
1542	-97,07999197
1543	-97,0792894
1544	-97,07870392
1545	-97,07829348
1546	-97,07809571
1547	-97,07812637
1548	-97,07832911
1549	-97,07863581
1550	-97,07897717
1551	-97,07932986
1552	-97,07973659
1553	-97,08025374
1554	-97,08092461
1555	-97,08178754
1556	-97,08277075
1557	-97,08379488
1558	-97,0847957
1559	-97,08576264
1560	-97,0867647
1561	-97,08789442
1562	-97,08915461
1563	-97,09051601
1564	-97,09192124
1565	-97,09334185
1566	-97,09475507
1567	-97,09616483
1568	-97,09758165
1569	-97,09898657
1570	-97,10035238
1571	-97,10170327
1572	-97,10306633
1573	-97,10432404
1574	-97,10536868
1575	-97,10616012
1576	-97,10663788
1577	-97,10677426
1578	-97,10657244
1579	-97,10606759
1580	-97,10529476
1581	-97,10431944
1582	-97,10324098
1583	-97,10213964
1584	-97,10109567
1585	-97,10016311
1586	-97,0993123
1587	-97,09846614
1588	-97,09765196
1589	-97,09688247
1590	-97,09611208
1591	-97,09530812
1592	-97,09455387
1593	-97,09397858
1594	-97,09364893
1595	-97,09351981
1596	-97,09344981
1597	-97,09329458
1598	-97,09296316
1599	-97,09241438
1600	-97,09168296
1601	-97,09082124
1602	-97,08990759
1603	-97,089025
1604	-97,08820994
1605	-97,08748502
1606	-97,08692946
1607	-97,08651234
1608	-97,08611125
1609	-97,08558385
1610	-97,08490143
1611	-97,08421781
1612	-97,08375743
1613	-97,08365101
1614	-97,08391516
1615	-97,08450956
1616	-97,08533265
1617	-97,08625452
1618	-97,0872141
1619	-97,08815596
1620	-97,08902416
1621	-97,08972302
1622	-97,09014741
1623	-97,09023952
1624	-97,09006155
1625	-97,08974446
1626	-97,08927837
1627	-97,08858001
1628	-97,08760871
1629	-97,08643102
1630	-97,0850047
1631	-97,08339656
1632	-97,08179834
1633	-97,08031047
1634	-97,078985
1635	-97,07785261
1636	-97,07694897
1637	-97,07626673
1638	-97,07581869
1639	-97,07563076
1640	-97,07561876
1641	-97,07572661
1642	-97,07595609
1643	-97,07633217
1644	-97,07676623
1645	-97,07723757
1646	-97,07771818
1647	-97,07814159
1648	-97,07845668
1649	-97,07865175
1650	-97,07874257
1651	-97,07875391
1652	-97,07876293
1653	-97,07888773
1654	-97,07921745
1655	-97,07977183
1656	-97,08055183
1657	-97,08147488
1658	-97,08246358
1659	-97,08356708
1660	-97,08482943
1661	-97,0861933
1662	-97,08761264
1663	-97,08909872
1664	-97,09067307
1665	-97,09225908
1666	-97,0937263
1667	-97,09498924
1668	-97,09602978
1669	-97,09684017
1670	-97,0974459
1671	-97,09785496
1672	-97,09810938
1673	-97,09828899
1674	-97,09840255
1675	-97,09847415
1676	-97,09860896
1677	-97,09879859
1678	-97,09902473
1679	-97,0992743
1680	-97,09958741
1681	-97,10006381
1682	-97,10073703
1683	-97,10148727
1684	-97,10212807
1685	-97,10259086
1686	-97,10286909
1687	-97,10295558
1688	-97,10278968
1689	-97,1023982
1690	-97,10176156
1691	-97,10084723
1692	-97,09972016
1693	-97,09843166
1694	-97,09703957
1695	-97,0956016
1696	-97,09411181
1697	-97,09257483
1698	-97,09100428
1699	-97,08948921
1700	-97,08807025
1701	-97,08675478
1702	-97,08557755
1703	-97,08452864
1704	-97,08346195
1705	-97,08231303
1706	-97,08101283
1707	-97,07958087
1708	-97,07802399
1709	-97,07630106
1710	-97,07435574
1711	-97,07217501
1712	-97,06980576
1713	-97,0673393
1714	-97,06492283
1715	-97,06259596
1716	-97,060336
1717	-97,05812466
1718	-97,05589758
1719	-97,05365728
1720	-97,051421
1721	-97,04933014
1722	-97,04739076
1723	-97,04556673
1724	-97,04386966
1725	-97,04230403
1726	-97,04084869
1727	-97,03949595
1728	-97,03819991
1729	-97,03681007
1730	-97,03529152
1731	-97,03364647
1732	-97,03184161
1733	-97,02996146
1734	-97,02811014
1735	-97,02634575
1736	-97,02456252
1737	-97,02269992
1738	-97,02073584
1739	-97,01869739
1740	-97,01666507
1741	-97,01472873
1742	-97,01287788
1743	-97,01104759
1744	-97,0092614
1745	-97,00746303
1746	-97,00556316
1747	-97,00353925
1748	-97,00142288
1749	-96,9991971
1750	-96,9968349
1751	-96,99436499
1752	-96,99180945
1753	-96,98919043
1754	-96,98649106
1755	-96,98366427
1756	-96,98068715
1757	-96,97756463
1758	-96,97436461
1759	-96,97108067
1760	-96,96774367
1761	-96,96446818
1762	-96,96130534
1763	-96,9581832
1764	-96,9550718
1765	-96,95198079
1766	-96,94890876
1767	-96,94590033
1768	-96,94296653
1769	-96,94011059
1770	-96,93734689
1771	-96,93467117
1772	-96,93207551
1773	-96,92957896
1774	-96,92723746
1775	-96,92498006
1776	-96,92271594
1777	-96,92047025
1778	-96,91832972
1779	-96,91634832
1780	-96,91459024
1781	-96,91315276
1782	-96,912006
1783	-96,91105698
1784	-96,91023993
1785	-96,9094974
1786	-96,90875106
1787	-96,90797123
1788	-96,90711091
1789	-96,90608664
1790	-96,90500961
1791	-96,90407573
1792	-96,90324917
1793	-96,90247266
1794	-96,90168948
1795	-96,90072976
1796	-96,89942553
1797	-96,89777596
1798	-96,8958948
1799	-96,89377977
1800	-96,89145696
1801	-96,88905784
1802	-96,88667809
1803	-96,88439634
1804	-96,88232296
1805	-96,88049562
1806	-96,87877419
1807	-96,87709453
1808	-96,87538699
1809	-96,8736281
1810	-96,87186276
1811	-96,87019158
1812	-96,86863368
1813	-96,86713695
1814	-96,8657011
1815	-96,86427079
1816	-96,86282467
1817	-96,86134731
1818	-96,85976401
1819	-96,85796139
1820	-96,8558223
1821	-96,8533125
1822	-96,85054094
1823	-96,84763507
1824	-96,844677
1825	-96,84170237
1826	-96,83866323
1827	-96,83556625
1828	-96,83242738
1829	-96,82928553
1830	-96,82624554
1831	-96,82324889
1832	-96,82023071
1833	-96,81723426
1834	-96,81431303
1835	-96,81151074
1836	-96,80887535
1837	-96,80641516
1838	-96,80405763
1839	-96,80173198
1840	-96,79939549
1841	-96,79703212
1842	-96,79465396
1843	-96,79232861
1844	-96,79010425
1845	-96,7879283
1846	-96,78580533
1847	-96,78375909
1848	-96,7817747
1849	-96,77980557
1850	-96,77775763
1851	-96,77555434
1852	-96,77317405
1853	-96,77067262
1854	-96,76812943
1855	-96,76569633
1856	-96,76350658
1857	-96,76156507
1858	-96,75982842
1859	-96,75822848
1860	-96,75671797
1861	-96,75527759
1862	-96,75383478
1863	-96,75231287
1864	-96,7508263
1865	-96,74957441
1866	-96,74868595
1867	-96,74813923
1868	-96,74787717
1869	-96,74785345
1870	-96,74798098
1871	-96,74819185
1872	-96,74839212
1873	-96,74848596
1874	-96,74845608
1875	-96,74836603
1876	-96,74823203
1877	-96,748152
1878	-96,74824539
1879	-96,74840645
1880	-96,74847713
1881	-96,74836503
1882	-96,74805936
1883	-96,74764468
1884	-96,74721308
1885	-96,74679505
1886	-96,74638808
1887	-96,745993
1888	-96,74560662
1889	-96,7452766
1890	-96,74500383
1891	-96,74477404
1892	-96,74452529
1893	-96,74418653
1894	-96,7437716
1895	-96,74337983
1896	-96,74305416
1897	-96,74275207
1898	-96,74234677
1899	-96,74174382
1900	-96,74094922
1901	-96,73997511
1902	-96,73881026
1903	-96,73757178
1904	-96,73632615
1905	-96,73504611
1906	-96,73373949
1907	-96,7324745
1908	-96,73132876
1909	-96,73034588
1910	-96,72949689
1911	-96,72881296
1912	-96,72828126
1913	-96,72785665
1914	-96,72747353
1915	-96,72718
1916	-96,72698848
1917	-96,72689236
1918	-96,72679477
1919	-96,7266074
1920	-96,72630646
1921	-96,72587691
1922	-96,72533331
1923	-96,72466949
1924	-96,72386513
1925	-96,72284532
1926	-96,72155977
1927	-96,72004239
1928	-96,71833177
1929	-96,71651385
1930	-96,71456322
1931	-96,71243448
1932	-96,71010314
1933	-96,70752505
1934	-96,70470008
1935	-96,7017066
1936	-96,69868251
1937	-96,69561883
1938	-96,69242812
1939	-96,68905315
1940	-96,68553509
1941	-96,68184154
1942	-96,67805779
1943	-96,67438469
1944	-96,67090559
1945	-96,66756915
1946	-96,66437693
1947	-96,66135982
1948	-96,65849246
1949	-96,65576494
1950	-96,65317603
1951	-96,6506473
1952	-96,6481796
1953	-96,64581394
1954	-96,64358823
1955	-96,64156853
1956	-96,63978719
1957	-96,63819963
1958	-96,63665308
1959	-96,63502537
1960	-96,63323407
1961	-96,63122969
1962	-96,62899738
1963	-96,62670002
1964	-96,62447862
1965	-96,62238318
1966	-96,62041148
1967	-96,61847888
1968	-96,61661068
1969	-96,6147745
1970	-96,61282328
1971	-96,61071912
1972	-96,60846833
1973	-96,60610379
1974	-96,60365615
1975	-96,60122667
1976	-96,59889052
1977	-96,59664151
1978	-96,59438383
1979	-96,59197744
1980	-96,58931187
1981	-96,58637342
1982	-96,58326949
1983	-96,58003008
1984	-96,57672529
1985	-96,57351892
1986	-96,57052511
1987	-96,56773308
1988	-96,56511449
1989	-96,56259078
1990	-96,56005074
1991	-96,55740892
1992	-96,55474244
1993	-96,55210884
1994	-96,54948921
1995	-96,54692021
1996	-96,54442291
1997	-96,54190889
1998	-96,53936268
1999	-96,53683928
2000	-96,5342643
2001	-96,53152929
2002	-96,52867222
2003	-96,52571796
2004	-96,52272312
2005	-96,51980852
2006	-96,51703215
2007	-96,51436039
2008	-96,51177789
2009	-96,50930381
2010	-96,50697177
2011	-96,50473533
2012	-96,50255249
2013	-96,50035159
2014	-96,49814323
2015	-96,49593165
2016	-96,49371842
2017	-96,49148184
2018	-96,48918122
2019	-96,48683723
2020	-96,48444512
2021	-96,48202323
2022	-96,47956119
2023	-96,47706117
2024	-96,4745626
2025	-96,47198405
2026	-96,4692922
2027	-96,46654441
2028	-96,46378333
2029	-96,46088943
2030	-96,45790195
2031	-96,45495667
2032	-96,45207027
2033	-96,44924997
2034	-96,44645557
2035	-96,44362853
2036	-96,44075975
2037	-96,4379222
2038	-96,43510823
2039	-96,43224248
2040	-96,42933332
2041	-96,42642556
2042	-96,42347721
2043	-96,4204825
2044	-96,41753649
2045	-96,41468242
2046	-96,4118792
2047	-96,40912799
2048	-96,40645782
2049	-96,40386991
2050	-96,40132383
2051	-96,39874219
2052	-96,39608401
2053	-96,39339939
2054	-96,39081627
2055	-96,38840856
2056	-96,38618249
2057	-96,38419047
2058	-96,38245489
2059	-96,38094266
2060	-96,37961012
2061	-96,37838788
2062	-96,3771695
2063	-96,37587785
2064	-96,37444527
2065	-96,37288444
2066	-96,37126713
2067	-96,36961742
2068	-96,3679573
2069	-96,36627024
2070	-96,36453519
2071	-96,36269774
2072	-96,36073278
2073	-96,35870457
2074	-96,35659451
2075	-96,35433334
2076	-96,35193206
2077	-96,34945948
2078	-96,34695243
2079	-96,34441823
2080	-96,34184571
2081	-96,33915396
2082	-96,33635428
2083	-96,33347202
2084	-96,33045385
2085	-96,32731028
2086	-96,32416331
2087	-96,32108624
2088	-96,31797049
2089	-96,31472637
2090	-96,31132759
2091	-96,30776151
2092	-96,3039934
2093	-96,29995989
2094	-96,29571778
2095	-96,29139042
2096	-96,28709455
2097	-96,28284814
2098	-96,27864857
2099	-96,27451607
2100	-96,27037586
2101	-96,26604652
2102	-96,26138903
2103	-96,25641481
2104	-96,25113813
2105	-96,24562237
2106	-96,23995302
2107	-96,23423664
2108	-96,22863955
2109	-96,22321949
2110	-96,21787892
2111	-96,21260946
2112	-96,20738204
2113	-96,20210055
2114	-96,19670013
2115	-96,19120562
2116	-96,18570018
2117	-96,18025387
2118	-96,17480876
2119	-96,16940999
2120	-96,1641146
2121	-96,15887961
2122	-96,15372298
2123	-96,14868421
2124	-96,14369
2125	-96,13868809
2126	-96,13370105
2127	-96,12870878
2128	-96,12370863
2129	-96,11878379
2130	-96,11392949
2131	-96,10913362
2132	-96,10438404
2133	-96,09981807
2134	-96,09549179
2135	-96,09131538
2136	-96,08718555
2137	-96,08294183
2138	-96,07853606
2139	-96,07405181
2140	-96,06966225
2141	-96,06543739
2142	-96,06139248
2143	-96,05752243
2144	-96,05375209
2145	-96,05003752
2146	-96,04635243
2147	-96,04272649
2148	-96,03909743
2149	-96,03532495
2150	-96,03145322
2151	-96,02768233
2152	-96,02414714
2153	-96,02076184
2154	-96,01747465
2155	-96,01421102
2156	-96,010783
2157	-96,00716949
2158	-96,0034645
2159	-95,99971122
2160	-95,99594587
2161	-95,99222521
2162	-95,98854702
2163	-95,98489342
2164	-95,98137032
2165	-95,97796651
2166	-95,97460193
2167	-95,97121769
2168	-95,96786402
2169	-95,96458494
2170	-95,96145112
2171	-95,95857912
2172	-95,95593108
2173	-95,95336485
2174	-95,95083676
2175	-95,94835512
2176	-95,94597663
2177	-95,94374617
2178	-95,94172773
2179	-95,93992472
2180	-95,93832857
2181	-95,9368428
2182	-95,93543538
2183	-95,93405762
2184	-95,93266104
2185	-95,9311996
2186	-95,92966786
2187	-95,92809206
2188	-95,92651522
2189	-95,92499093
2190	-95,92352255
2191	-95,92201327
2192	-95,9204067
2193	-95,91865422
2194	-95,91677168
2195	-95,91476857
2196	-95,91269396
2197	-95,91054632
2198	-95,90837832
2199	-95,90624902
2200	-95,90412361
2201	-95,90186755
2202	-95,89943916
2203	-95,89694015
2204	-95,89440929
2205	-95,89188646
2206	-95,88944096
2207	-95,88710826
2208	-95,88487939
2209	-95,88269251
2210	-95,88053699
2211	-95,87840071
2212	-95,87630829
2213	-95,87428659
2214	-95,87230851
2215	-95,87035576
2216	-95,86854919
2217	-95,86694059
2218	-95,86537934
2219	-95,86377741
2220	-95,86212579
2221	-95,86039777
2222	-95,8585463
2223	-95,85666449
2224	-95,85490135
2225	-95,85321432
2226	-95,85151148
2227	-95,84970531
2228	-95,84767016
2229	-95,84537531
2230	-95,84286174
2231	-95,84005412
2232	-95,83701442
2233	-95,83392702
2234	-95,83079059
2235	-95,82752842
2236	-95,82415323
2237	-95,82069828
2238	-95,81713719
2239	-95,81343566
2240	-95,80962317
2241	-95,80575715
2242	-95,80192147
2243	-95,79817672
2244	-95,7945882
2245	-95,79117909
2246	-95,78798052
2247	-95,78494756
2248	-95,78203263
2249	-95,7792808
2250	-95,77672419
2251	-95,77430695
2252	-95,77196696
2253	-95,76961203
2254	-95,76711326
2255	-95,76450426
2256	-95,76193577
2257	-95,75955542
2258	-95,75744534
2259	-95,75553689
2260	-95,75375943
2261	-95,75213567
2262	-95,75065903
2263	-95,74924309
2264	-95,74784352
2265	-95,74645486
2266	-95,74507495
2267	-95,74377511
2268	-95,74262376
2269	-95,74172675
2270	-95,74104014
2271	-95,74041233
2272	-95,73971904
2273	-95,73891172
2274	-95,73802812
2275	-95,73708771
2276	-95,73606289
2277	-95,73493945
2278	-95,73376182
2279	-95,73254447
2280	-95,7312895
2281	-95,73002807
2282	-95,72876297
2283	-95,72747578
2284	-95,72616181
2285	-95,72488816
2286	-95,7237335
2287	-95,72261222
2288	-95,7213842
2289	-95,71994783
2290	-95,71833966
2291	-95,71666203
2292	-95,71494879
2293	-95,71319885
2294	-95,71142972
2295	-95,70961025
2296	-95,70768837
2297	-95,70565383
2298	-95,70345433
2299	-95,70101925
2300	-95,69836255
2301	-95,69549418
2302	-95,69250301
2303	-95,68953826
2304	-95,68668181
2305	-95,68387543
2306	-95,68102861
2307	-95,6781243
2308	-95,67509443
2309	-95,67187098
2310	-95,66853698
2311	-95,66518145
2312	-95,6618567
2313	-95,65862368
2314	-95,65548856
2315	-95,65242906
2316	-95,64945822
2317	-95,64650497
2318	-95,64349643
2319	-95,64051646
2320	-95,63764992
2321	-95,63490544
2322	-95,63226013
2323	-95,62972727
2324	-95,62724944
2325	-95,62468602
2326	-95,6220595
2327	-95,61942369
2328	-95,61686682
2329	-95,61444072
2330	-95,61208713
2331	-95,60969808
2332	-95,60729562
2333	-95,60488433
2334	-95,60233081
2335	-95,59963672
2336	-95,5968897
2337	-95,59415674
2338	-95,59148256
2339	-95,58897829
2340	-95,58668253
2341	-95,58448486
2342	-95,58227782
2343	-95,57996523
2344	-95,57754162
2345	-95,57508792
2346	-95,57273984
2347	-95,57054287
2348	-95,56850583
2349	-95,56666276
2350	-95,56490755
2351	-95,5631633
2352	-95,56135258
2353	-95,55943455
2354	-95,55741248
2355	-95,55534951
2356	-95,55333341
2357	-95,55140135
2358	-95,54957913
2359	-95,54783105
2360	-95,54611114
2361	-95,54436397
2362	-95,54255512
2363	-95,54070859
2364	-95,53886891
2365	-95,53709093
2366	-95,53534801
2367	-95,53360071
2368	-95,53179618
2369	-95,52995663
2370	-95,52814899
2371	-95,52637343
2372	-95,52453604
2373	-95,52255198
2374	-95,52045469
2375	-95,51825422
2376	-95,51594076
2377	-95,51352951
2378	-95,51101637
2379	-95,50834628
2380	-95,50548766
2381	-95,50244135
2382	-95,49933725
2383	-95,49626571
2384	-95,49311628
2385	-95,48976269
2386	-95,48623761
2387	-95,48267428
2388	-95,47914663
2389	-95,47566657
2390	-95,47221395
2391	-95,46876971
2392	-95,46540444
2393	-95,46217224
2394	-95,45904168
2395	-95,45594986
2396	-95,45287552
2397	-95,44970091
2398	-95,44638289
2399	-95,44300208
2400	-95,43968031
2401	-95,43639416
2402	-95,43307409
2403	-95,4297184
2404	-95,42633261
2405	-95,4229217
2406	-95,41941166
2407	-95,41562428
2408	-95,41155076
2409	-95,40734459
2410	-95,40315841
2411	-95,39898619
2412	-95,39477919
2413	-95,39050246
2414	-95,38624942
2415	-95,38205444
2416	-95,37791151
2417	-95,3738587
2418	-95,36988942
2419	-95,3659201
2420	-95,36188207
2421	-95,35776794
2422	-95,35362974
2423	-95,34948184
2424	-95,34532655
2425	-95,34114424
2426	-95,33697853
2427	-95,3329071
2428	-95,32894126
2429	-95,32486314
2430	-95,32055485
2431	-95,31601909
2432	-95,31115568
2433	-95,30602518
2434	-95,30078401
2435	-95,29555842
2436	-95,29043839
2437	-95,28545945
