l4at56um-in-pool1pts-25deg-250rpm20/11/202208:07:50;;
Time (seconds);Raw Heat Rate (uJ / s);Raw Heat Rate (ucal / s)
17199;-91,91161657;-21,96740358
17200;-91,91447139;-21,9680859
17201;-91,91744124;-21,96879571
17202;-91,92044107;-21,96951268
17203;-91,92345558;-21,97023317
17204;-91,92638795;-21,97093402
17205;-91,92930744;-21,9716318
17206;-91,93229825;-21,97234662
17207;-91,93530737;-21,97306582
17208;-91,93834083;-21,97379083
17209;-91,94143295;-21,97452986
17210;-91,94449863;-21,97526258
17211;-91,94746196;-21,97597083
17212;-91,95028385;-21,97664528
17213;-91,95297658;-21,97728886
17214;-91,95548804;-21,97788911
17215;-91,95775261;-21,97843036
17216;-91,95984693;-21,97893091
17217;-91,96182282;-21,97940316
17218;-91,96361581;-21,9798317
17219;-91,96519194;-21,9802084
17220;-91,96648979;-21,98051859
17221;-91,9674507;-21,98074826
17222;-91,96808474;-21,9808998
17223;-91,96837274;-21,98096863
17224;-91,96833256;-21,98095902
17225;-91,96809576;-21,98090243
17226;-91,96774137;-21,98081773
17227;-91,96731186;-21,98071507
17228;-91,96682672;-21,98059912
17229;-91,96631664;-21,98047721
17230;-91,9658361;-21,98036236
17231;-91,96541775;-21,98026237
17232;-91,96492988;-21,98014577
17233;-91,96432928;-21,98000222
17234;-91,96367111;-21,97984491
17235;-91,96302958;-21,97969158
17236;-91,96246945;-21,97955771
17237;-91,96195345;-21,97943438
17238;-91,96145236;-21,97931462
17239;-91,96093972;-21,97919209
17240;-91,96029751;-21,9790386
17241;-91,95949617;-21,97884708
17242;-91,95857155;-21,97862609
17243;-91,95749372;-21,97836848
17244;-91,95627562;-21,97807735
17245;-91,95487836;-21,97774339
17246;-91,95319882;-21,97734197
17247;-91,95127583;-21,97688237
17248;-91,94915423;-21,9763753
17249;-91,94686738;-21,97582872
17250;-91,94445214;-21,97525147
17251;-91,94187858;-21,97463637
17252;-91,93916302;-21,97398734
17253;-91,93631564;-21,9733068
17254;-91,93336586;-21,97260178
17255;-91,93040643;-21,97189446
17256;-91,92745891;-21,97118999
17257;-91,92454413;-21,97049334
17258;-91,9216983;-21,96981317
17259;-91,91890235;-21,96914492
17260;-91,91616857;-21,96849153
17261;-91,91354215;-21,9678638
17262;-91,91107;-21,96727295
17263;-91,9087992;-21,96673021
17264;-91,90670961;-21,96623079
17265;-91,90474612;-21,9657615
17266;-91,90291738;-21,96532442
17267;-91,90118028;-21,96490924
17268;-91,89951946;-21,9645123
17269;-91,89789693;-21,96412451
17270;-91,89618231;-21,9637147
17271;-91,89435988;-21,96327913
17272;-91,89246592;-21,96282646
17273;-91,89048153;-21,96235218
17274;-91,88845037;-21,96186672
17275;-91,88640554;-21,961378
17276;-91,88429943;-21,96087462
17277;-91,88205017;-21,96033704
17278;-91,87962337;-21,95975702
17279;-91,87700792;-21,95913191
17280;-91,87424665;-21,95847195
17281;-91,87141217;-21,9577945
17282;-91,86859393;-21,95712092
17283;-91,86583555;-21,95646165
17284;-91,8632045;-21,95583282
17285;-91,86080882;-21,95526023
17286;-91,8586264;-21,95473862
17287;-91,85658242;-21,9542501
17288;-91,85469392;-21,95379874
17289;-91,85286267;-21,95336106
17290;-91,85100536;-21,95291715
17291;-91,84915215;-21,95247422
17292;-91,8473807;-21,95205084
17293;-91,84577327;-21,95166665
17294;-91,84438884;-21,95133576
17295;-91,84320607;-21,95105308
17296;-91,84216883;-21,95080517
17297;-91,84128695;-21,9505944
17298;-91,84059936;-21,95043006
17299;-91,84006273;-21,9503018
17300;-91,83962174;-21,9501964
17301;-91,83926679;-21,95011156
17302;-91,83902719;-21,9500543
17303;-91,83895766;-21,95003768
17304;-91,8391679;-21,95008793
17305;-91,83975238;-21,95022762
17306;-91,84074563;-21,95046502
17307;-91,8421062;-21,9507902
17308;-91,84372298;-21,95117662
17309;-91,84561044;-21,95162774
17310;-91,84786212;-21,9521659
17311;-91,85050508;-21,95279758
17312;-91,85347567;-21,95350757
17313;-91,85674739;-21,95428953
17314;-91,86031893;-21,95514315
17315;-91,86421482;-21,95607429
17316;-91,8684104;-21,95707706
17317;-91,87280287;-21,95812688
17318;-91,87728217;-21,95919746
17319;-91,88173322;-21,96026129
17320;-91,88601322;-21,96128423
17321;-91,8901034;-21,96226181
17322;-91,89415536;-21,96323025
17323;-91,89822903;-21,96420388
17324;-91,90227682;-21,96517132
17325;-91,90622646;-21,96611531
17326;-91,90995343;-21,96700608
17327;-91,91342714;-21,96783631
17328;-91,91664837;-21,96860621
17329;-91,91966801;-21,96932792
17330;-91,92244752;-21,96999224
17331;-91,9249477;-21,97058979
17332;-91,92718198;-21,9711238
17333;-91,92915102;-21,97159441
17334;-91,93088034;-21,97200773
17335;-91,93245201;-21,97238337
17336;-91,93390619;-21,97273093
17337;-91,93522344;-21,97304576
17338;-91,93643672;-21,97333574
17339;-91,93756644;-21,97360575
17340;-91,93856942;-21,97384546
17341;-91,93947072;-21,97406088
17342;-91,94027715;-21,97425362
17343;-91,9410433;-21,97443673
17344;-91,94178366;-21,97461368
17345;-91,94251886;-21,9747894
17346;-91,94333078;-21,97498346
17347;-91,94420369;-21,97519209
17348;-91,94511632;-21,97541021
17349;-91,94608698;-21,9756422
17350;-91,94708784;-21,97588141
17351;-91,94808153;-21,97611891
17352;-91,94897519;-21,9763325
17353;-91,94965839;-21,97649579
17354;-91,95003812;-21,97658655
17355;-91,95011135;-21,97660405
17356;-91,94990476;-21,97655467
17357;-91,94946316;-21,97644913
17358;-91,94875578;-21,97628006
17359;-91,94774117;-21,97603757
17360;-91,94645512;-21,97573019
17361;-91,94492812;-21,97536523
17362;-91,94325002;-21,97496415
17363;-91,94149712;-21,9745452
17364;-91,93963913;-21,97410113
17365;-91,93764847;-21,97362535
17366;-91,93549566;-21,97311082
17367;-91,9331351;-21,97254663
17368;-91,9305833;-21,97193674
17369;-91,92790554;-21,97129674
17370;-91,92510699;-21,97062786
17371;-91,92214541;-21,96992003
17372;-91,91901179;-21,96917108
17373;-91,91581643;-21,96840737
17374;-91,91258549;-21,96763516
17375;-91,90930411;-21,96685089
17376;-91,90594332;-21,96604764
17377;-91,90240007;-21,96520078
17378;-91,8985761;-21,96428683
17379;-91,89452633;-21,96331891
17380;-91,89039217;-21,96233082
17381;-91,88627619;-21,96134708
17382;-91,88226149;-21,96038755
17383;-91,87840841;-21,95946664
17384;-91,87476358;-21,9585955
17385;-91,87138109;-21,95778707
17386;-91,8682985;-21,95705031
17387;-91,865515;-21,95638504
17388;-91,86293471;-21,95576833
17389;-91,86049029;-21,9551841
17390;-91,85823872;-21,95464596
17391;-91,85631681;-21,95418662
17392;-91,85491086;-21,95385059
17393;-91,8540935;-21,95365523
17394;-91,85382468;-21,95359098
17395;-91,85403492;-21,95364123
17396;-91,85467007;-21,95379304
17397;-91,85570423;-21,95404021
17398;-91,85716093;-21,95438837
17399;-91,85907034;-21,95484473
17400;-91,86142612;-21,95540777
17401;-91,86426993;-21,95608746
17402;-91,86756039;-21,9568739
17403;-91,87123744;-21,95775274
17404;-91,8753386;-21,95873294
17405;-91,87976185;-21,95979012
17406;-91,88430722;-21,96087649
17407;-91,88883537;-21,96195874
17408;-91,8933651;-21,96304137
17409;-91,89790594;-21,96412666
17410;-91,90231315;-21,96518001
17411;-91,9062338;-21,96611707
17412;-91,90929164;-21,96684791
17413;-91,91106979;-21,96727289
17414;-91,91099512;-21,96725505
17415;-91,90897607;-21,96677248
17416;-91,90534346;-21,96590427
17417;-91,90048246;-21,96474246
17418;-91,89482811;-21,96339104
17419;-91,8888083;-21,96195227
17420;-91,88282813;-21,96052298
17421;-91,87717668;-21,95917225
17422;-91,87210668;-21,95796049
17423;-91,86770289;-21,95690796
17424;-91,86404363;-21,95603337
17425;-91,8612665;-21,95536962
17426;-91,85963784;-21,95498036
17427;-91,85955077;-21,95495955
17428;-91,86152443;-21,95543127
17429;-91,8661503;-21,95653688
17430;-91,87335897;-21,95825979
17431;-91,88283263;-21,96052405
17432;-91,8941716;-21,96323413
17433;-91,90684923;-21,96626416
17434;-91,92042275;-21,96950831
17435;-91,9345427;-21,97288305
17436;-91,94907318;-21,97635592
17437;-91,9638244;-21,97988155
17438;-91,9786437;-21,98342345
17439;-91,99346056;-21,98696476
17440;-92,00825776;-21,99050138
17441;-92,02296055;-21,99401543
17442;-92,03732949;-21,99744969
17443;-92,05117418;-22,00075865
17444;-92,0643393;-22,00390519
17445;-92,07675333;-22,00687221
17446;-92,0882497;-22,00961991
17447;-92,09882108;-22,01214653
17448;-92,10859459;-22,01448245
17449;-92,11756362;-22,0166261
17450;-92,12567953;-22,01856585
17451;-92,13281089;-22,02027029
17452;-92,1388496;-22,02171358
17453;-92,14381024;-22,0228992
17454;-92,14774387;-22,02383936
17455;-92,15073183;-22,0245535
17456;-92,15305155;-22,02510792
17457;-92,15494993;-22,02556165
17458;-92,15643502;-22,02591659
17459;-92,15759533;-22,02619391
17460;-92,15862264;-22,02643945
17461;-92,15963815;-22,02668216
17462;-92,16070728;-22,02693769
17463;-92,16180906;-22,02720102
17464;-92,16291553;-22,02746547
17465;-92,16401631;-22,02772856
17466;-92,1651224;-22,02799293
17467;-92,16625738;-22,02826419
17468;-92,16737086;-22,02853032
17469;-92,16834855;-22,02876399
17470;-92,16908772;-22,02894066
17471;-92,16939967;-22,02901522
17472;-92,16924579;-22,02897844
17473;-92,16869606;-22,02884705
17474;-92,16767871;-22,0286039
17475;-92,16624772;-22,02826188
17476;-92,16453217;-22,02785186
17477;-92,16252537;-22,02737222
17478;-92,16028983;-22,02683791
17479;-92,15798506;-22,02628706
17480;-92,15569993;-22,0257409
17481;-92,15340078;-22,02519139
17482;-92,15103311;-22,02462551
17483;-92,14859638;-22,02404311
17484;-92,14609426;-22,02344509
17485;-92,14352395;-22,02283077
17486;-92,14096749;-22,02221976
17487;-92,13849078;-22,02162781
17488;-92,13602451;-22,02103836
17489;-92,13359047;-22,02045661
17490;-92,13118971;-22,01988282
17491;-92,12872452;-22,01929362
17492;-92,1262961;-22,01871322
17493;-92,12389024;-22,0181382
17494;-92,12130837;-22,01752112
17495;-92,11839349;-22,01682445
17496;-92,11525639;-22,01607466
17497;-92,11211701;-22,01532433
17498;-92,1090973;-22,0146026
17499;-92,10622539;-22,0139162
17500;-92,10348151;-22,0132604
17501;-92,10082441;-22,01262534
17502;-92,09821297;-22,01200119
17503;-92,09567553;-22,01139472
17504;-92,09320932;-22,01080529
17505;-92,09073009;-22,01021274
17506;-92,08817197;-22,00960133
17507;-92,08541725;-22,00894294
17508;-92,0824658;-22,00823752
17509;-92,07935803;-22,00749475
17510;-92,07616031;-22,00673048
17511;-92,07285007;-22,00593931
17512;-92,06932656;-22,00509717
17513;-92,06555125;-22,00419485
17514;-92,06156085;-22,00324112
17515;-92,05738276;-22,00224253
17516;-92,05298457;-22,00119134
17517;-92,04838002;-22,00009083
17518;-92,04359432;-21,99894702
17519;-92,03870947;-21,99777951
17520;-92,033802;-21,9966066
17521;-92,0289425;-21,99544515
17522;-92,02414531;-21,99429859
17523;-92,0193288;-21,99314742
17524;-92,01451887;-21,99199782
17525;-92,00977994;-21,99086519
17526;-92,00509566;-21,98974562
17527;-92,00038643;-21,98862008
17528;-91,99564983;-21,98748801
17529;-91,99093957;-21,98636223
17530;-91,9862828;-21,98524924
17531;-91,98176786;-21,98417014
17532;-91,9774073;-21,98312794
17533;-91,97321999;-21,98212715
17534;-91,96920858;-21,9811684
17535;-91,96537667;-21,98025255
17536;-91,96170989;-21,97937617
17537;-91,95815707;-21,97852703
17538;-91,9547294;-21,97770779
17539;-91,9514652;-21,97692763
17540;-91,94837739;-21,97618962
17541;-91,94548758;-21,97549894
17542;-91,94282354;-21,97486222
17543;-91,94034173;-21,97426906
17544;-91,93796119;-21,97370009
17545;-91,93564299;-21,97314603
17546;-91,93325677;-21,97257571
17547;-91,93078029;-21,97198382
17548;-91,92823704;-21,97137597
17549;-91,92559826;-21,97074528
17550;-91,92283002;-21,97008366
17551;-91,91991069;-21,96938592
17552;-91,91684302;-21,96865273
17553;-91,91368232;-21,96789731
17554;-91,91043492;-21,96712116
17555;-91,90708988;-21,96632167
17556;-91,90367055;-21,96550443
17557;-91,90023307;-21,96468286
17558;-91,89680743;-21,96386411
17559;-91,89346278;-21,96306472
17560;-91,89019458;-21,9622836
17561;-91,88707872;-21,96153889
17562;-91,88409129;-21,96082488
17563;-91,88109987;-21,96010991
17564;-91,87805663;-21,95938256
17565;-91,87499016;-21,95864966
17566;-91,87199983;-21,95793495
17567;-91,86924059;-21,95727548
17568;-91,86673799;-21,95667734
17569;-91,86451038;-21,95614493
17570;-91,86256255;-21,95567939
17571;-91,86082125;-21,95526321
17572;-91,85926137;-21,95489038
17573;-91,85790028;-21,95456508
17574;-91,85664374;-21,95426476
17575;-91,85551036;-21,95399387
17576;-91,85447192;-21,95374568
17577;-91,85343099;-21,95349689
17578;-91,85242559;-21,95325659
17579;-91,85153307;-21,95304328
17580;-91,85068227;-21,95283993
17581;-91,8497219;-21,9526104
17582;-91,84856309;-21,95233343
17583;-91,84714899;-21,95199546
17584;-91,84537299;-21,95157098
17585;-91,84324681;-21,95106281
17586;-91,84083721;-21,9504869
17587;-91,8380996;-21,9498326
17588;-91,83507972;-21,94911083
17589;-91,83190891;-21,94835299
17590;-91,82861431;-21,94756556
17591;-91,82521509;-21,94675313
17592;-91,82181404;-21,94594026
17593;-91,81843622;-21,94513294
17594;-91,81500635;-21,94431318
17595;-91,81156364;-21,94349035
17596;-91,80819407;-21,94268501
17597;-91,80494636;-21,94190879
17598;-91,80183643;-21,9411655
17599;-91,79884776;-21,94045119
17600;-91,79592652;-21,93975299
17601;-91,79310381;-21,93907835
17602;-91,79052444;-21,93846187
17603;-91,78825477;-21,9379194
17604;-91,78623259;-21,93743609
17605;-91,78449196;-21,93702007
17606;-91,78311967;-21,93669208
17607;-91,78215818;-21,93646228
17608;-91,78173816;-21,93636189
17609;-91,78196974;-21,93641724
17610;-91,78285058;-21,93662777
17611;-91,78440351;-21,93699893
17612;-91,78660238;-21,93752447
17613;-91,78938003;-21,93818834
17614;-91,79266674;-21,93897389
17615;-91,79637413;-21,93985997
17616;-91,80034516;-21,94080907
17617;-91,80451917;-21,94180669
17618;-91,80879399;-21,94282839
17619;-91,81312669;-21,94386393
17620;-91,81741873;-21,94488975
17621;-91,82161189;-21,94589194
17622;-91,82575239;-21,94688155
17623;-91,82973216;-21,94783273
17624;-91,83347363;-21,94872697
17625;-91,83695684;-21,94955947
17626;-91,84015191;-21,95032312
17627;-91,84307935;-21,95102279
17628;-91,8457951;-21,95167187
17629;-91,84840356;-21,95229531
17630;-91,85102229;-21,9529212
17631;-91,85379846;-21,95358472
17632;-91,85673298;-21,95428609
17633;-91,8598254;-21,95502519
17634;-91,86308713;-21,95580476
17635;-91,86657168;-21,95663759
17636;-91,87028173;-21,95752431
17637;-91,87408123;-21,95843242
17638;-91,87793573;-21,95935367
17639;-91,88181421;-21,96028064
17640;-91,88572034;-21,96121423
17641;-91,8895729;-21,96213501
17642;-91,89328837;-21,96302303
17643;-91,89686327;-21,96387745
17644;-91,90031339;-21,96470205
17645;-91,90362994;-21,96549473
17646;-91,90678861;-21,96624967
17647;-91,90978466;-21,96696574
17648;-91,91256399;-21,96763002
17649;-91,91509747;-21,96823553
17650;-91,9173851;-21,96878229
17651;-91,91945484;-21,96927697
17652;-91,92140593;-21,96974329
17653;-91,92327276;-21,97018947
17654;-91,92505842;-21,97061626
17655;-91,92678502;-21,97102892
17656;-91,92855605;-21,97145221
17657;-91,93042467;-21,97189882
17658;-91,93242218;-21,97237624
17659;-91,93457559;-21,97289092
17660;-91,93678088;-21,97341799
17661;-91,93895389;-21,97393735
17662;-91,94106013;-21,97444076
17663;-91,94312798;-21,97493498
17664;-91,94520693;-21,97543187
17665;-91,94730973;-21,97593445
17666;-91,94940469;-21,97643516
17667;-91,95142375;-21,97691772
17668;-91,95334789;-21,9773776
17669;-91,95521337;-21,97782346
17670;-91,95704332;-21,97826083
17671;-91,95880603;-21,97868213
17672;-91,96047366;-21,9790807
17673;-91,96199386;-21,97944404
17674;-91,96336873;-21,97977264
17675;-91,96469589;-21,98008984
17676;-91,96596113;-21,98039224
17677;-91,96707313;-21,98065801
17678;-91,96802034;-21,9808844
17679;-91,96879065;-21,98106851
17680;-91,96939833;-21,98121375
17681;-91,96984476;-21,98132045
17682;-91,97014925;-21,98139322
17683;-91,97032371;-21,98143492
17684;-91,97033229;-21,98143697
17685;-91,97019554;-21,98140429
17686;-91,97001406;-21,98136091
17687;-91,96980362;-21,98131062
17688;-91,96958734;-21,98125892
17689;-91,96938449;-21,98121044
17690;-91,96922739;-21,98117289
17691;-91,96921731;-21,98117049
17692;-91,9694785;-21,98123291
17693;-91,97009314;-21,98137981
17694;-91,97108209;-21,98161618
17695;-91,97238797;-21,98192829
17696;-91,97393768;-21,98229868
17697;-91,97561269;-21,98269902
17698;-91,97727524;-21,98309638
17699;-91,97881506;-21,9834644
17700;-91,98007279;-21,98376501
17701;-91,9808684;-21,98395516
17702;-91,98124678;-21,9840456
17703;-91,98131103;-21,98406095
17704;-91,98103005;-21,9839938
17705;-91,98044996;-21,98385515
17706;-91,97961697;-21,98365606
17707;-91,97854036;-21,98339875
17708;-91,97712086;-21,98305948
17709;-91,97531098;-21,98262691
17710;-91,97319124;-21,98212028
17711;-91,97081885;-21,98155326
17712;-91,96828916;-21,98094865
17713;-91,96570836;-21,98033183
17714;-91,96317376;-21,97972604
17715;-91,96084347;-21,97916909
17716;-91,95884171;-21,97869066
17717;-91,95708916;-21,97827179
17718;-91,95555008;-21,97790394
17719;-91,9543028;-21,97760583
17720;-91,95327548;-21,9773603
17721;-91,95242859;-21,97715788
17722;-91,95179657;-21,97700683
17723;-91,95142658;-21,9769184
17724;-91,95135474;-21,97690123
17725;-91,95148027;-21,97693123
17726;-91,95171532;-21,97698741
17727;-91,9520948;-21,97707811
17728;-91,95271771;-21,97722699
17729;-91,95365019;-21,97744986
17730;-91,95486569;-21,97774037
17731;-91,9563412;-21,97809302
17732;-91,95813916;-21,97852274
17733;-91,96023538;-21,97902375
17734;-91,96251628;-21,9795689
17735;-91,96509248;-21,98018463
17736;-91,96799649;-21,9808787
17737;-91,97110133;-21,98162078
17738;-91,9743785;-21,98240404
17739;-91,9777884;-21,98321903
17740;-91,98130625;-21,98405981
17741;-91,98497488;-21,98493664
17742;-91,98877733;-21,98584544
17743;-91,9926056;-21,98676042
17744;-91,99632771;-21,98765003
17745;-91,99985821;-21,98849384
17746;-92,003197;-21,98929183
17747;-92,00635877;-21,99004751
17748;-92,00931691;-21,99075452
17749;-92,01209793;-21,9914192
17750;-92,01459149;-21,99201517
17751;-92,01673465;-21,9925274
17752;-92,0185619;-21,99296412
17753;-92,02003913;-21,99331719
17754;-92,0212235;-21,99360026
17755;-92,0221964;-21,99383279
17756;-92,02297295;-21,99401839
17757;-92,02349959;-21,99414426
17758;-92,02380359;-21,99421692
17759;-92,02402614;-21,99427011
17760;-92,02427376;-21,99432929
17761;-92,02453985;-21,99439289
17762;-92,02473518;-21,99443957
17763;-92,02475126;-21,99444342
17764;-92,02456403;-21,99439867
17765;-92,02420201;-21,99431214
17766;-92,02363236;-21,99417599
17767;-92,02278557;-21,99397361
17768;-92,02173291;-21,99372202
17769;-92,02058148;-21,99344682
17770;-92,01938272;-21,99316031
17771;-92,01820932;-21,99287986
17772;-92,01712853;-21,99262154
17773;-92,01609046;-21,99237344
17774;-92,01501536;-21,99211648
17775;-92,01384329;-21,99183635
17776;-92,01257905;-21,99153419
17777;-92,01129585;-21,9912275
17778;-92,01005073;-21,99092991
17779;-92,00886159;-21,99064569
17780;-92,00777374;-21,99038569
17781;-92,00687487;-21,99017086
17782;-92,00627084;-21,99002649
17783;-92,00594579;-21,9899488
17784;-92,00573673;-21,98989884
17785;-92,00545634;-21,98983182
17786;-92,00499824;-21,98972233
17787;-92,00432989;-21,98956259
17788;-92,00350994;-21,98936662
17789;-92,00259524;-21,989148
17790;-92,00160907;-21,9889123
17791;-92,00054979;-21,98865913
17792;-91,99941728;-21,98838845
17793;-91,9982802;-21,98811668
17794;-91,99714171;-21,98784458
17795;-91,99591051;-21,98755031
17796;-91,99453446;-21,98722143
17797;-91,99306393;-21,98686996
17798;-91,99150302;-21,9864969
17799;-91,98984608;-21,98610088
17800;-91,98818102;-21,98570292
17801;-91,98656448;-21,98531656
17802;-91,98502031;-21,98494749
17803;-91,98357977;-21,9846032
17804;-91,98220956;-21,98427571
17805;-91,98091993;-21,98396748
17806;-91,97977052;-21,98369276
17807;-91,97878101;-21,98345626
17808;-91,97789072;-21,98324348
17809;-91,97702673;-21,98303698
17810;-91,97609751;-21,98281489
17811;-91,9750289;-21,98255949
17812;-91,97373058;-21,98224918
17813;-91,97214288;-21,98186971
17814;-91,97032627;-21,98143553
17815;-91,96840192;-21,9809756
17816;-91,96640292;-21,98049783
17817;-91,96426969;-21,97998797
17818;-91,96191678;-21,97942562
17819;-91,95934367;-21,97881063
17820;-91,9565406;-21,97814068
17821;-91,95347757;-21,9774086
17822;-91,95015518;-21,97661453
17823;-91,9466261;-21,97577106
17824;-91,94299146;-21,97490236
17825;-91,93934671;-21,97403124
17826;-91,93579049;-21,97318128
17827;-91,93234466;-21,97235771
17828;-91,92908368;-21,97157832
17829;-91,92605277;-21,97085391
17830;-91,92322322;-21,97017763
17831;-91,92058322;-21,96954666
17832;-91,91815698;-21,96896677
17833;-91,91594928;-21,96843912
17834;-91,91396855;-21,96796571
17835;-91,9121581;-21,96753301
17836;-91,91047221;-21,96713007
17837;-91,90885295;-21,96674306
17838;-91,90721326;-21,96635116
17839;-91,90550626;-21,96594318
17840;-91,90380497;-21,96553656
17841;-91,90210031;-21,96512914
17842;-91,90035965;-21,96471311
17843;-91,89856832;-21,96428497
17844;-91,89667676;-21,96383288
17845;-91,89458555;-21,96333307
17846;-91,89223628;-21,96277158
17847;-91,88962835;-21,96214827
17848;-91,88682151;-21,96147742
17849;-91,88386178;-21,96077002
17850;-91,88087138;-21,9600553
17851;-91,87787105;-21,95933821
17852;-91,87489543;-21,95862701
17853;-91,87207165;-21,95795212
17854;-91,8694875;-21,95733449
17855;-91,8671207;-21,95676881
17856;-91,86501204;-21,95626483
17857;-91,86322258;-21,95583714
17858;-91,86171812;-21,95547756
17859;-91,86052053;-21,95519133
17860;-91,85971302;-21,95499833
17861;-91,85935634;-21,95491308
17862;-91,85944839;-21,95493508
17863;-91,8598815;-21,9550386
17864;-91,86057801;-21,95520507
17865;-91,86150047;-21,95542554
17866;-91,8625988;-21,95568805
17867;-91,86384325;-21,95598548
17868;-91,86523722;-21,95631865
17869;-91,86677755;-21,95668679
17870;-91,8684477;-21,95708597
17871;-91,8702322;-21,95751248
17872;-91,87220367;-21,95798367
17873;-91,87443254;-21,95851638
17874;-91,87683335;-21,95909019
17875;-91,87937493;-21,95969764
17876;-91,88203594;-21,96033364
17877;-91,88478154;-21,96098985
17878;-91,8876998;-21,96168733
17879;-91,89074578;-21,96241534
17880;-91,89375644;-21,9631349
17881;-91,89671968;-21,96384314
17882;-91,89964345;-21,96454193
17883;-91,90251963;-21,96522936
17884;-91,90534561;-21,96590478
17885;-91,90812571;-21,96656924
17886;-91,91081559;-21,96721214
17887;-91,91333294;-21,9678138
17888;-91,91558492;-21,96835204
17889;-91,91752265;-21,96881516
17890;-91,9190611;-21,96918286
17891;-91,92015587;-21,96944452
17892;-91,92082483;-21,96960441
17893;-91,92105658;-21,96965979
17894;-91,92095552;-21,96963564
17895;-91,920683;-21,96957051
17896;-91,92029949;-21,96947885
17897;-91,91985713;-21,96937312
17898;-91,91930095;-21,96924019
17899;-91,918546;-21,96905975
17900;-91,91760944;-21,96883591
17901;-91,91649548;-21,96856967
17902;-91,91516452;-21,96825156
17903;-91,91375684;-21,96791511
17904;-91,91245699;-21,96760444
17905;-91,91140978;-21,96735415
17906;-91,91071839;-21,96718891
17907;-91,91040905;-21,96711497
17908;-91,91044837;-21,96712437
17909;-91,91076878;-21,96720095
17910;-91,91131817;-21,96733226
17911;-91,91206649;-21,96751111
17912;-91,9129215;-21,96771546
17913;-91,91384774;-21,96793684
17914;-91,91491557;-21,96819206
17915;-91,91610939;-21,96847739
17916;-91,91738593;-21,96878249
17917;-91,91878016;-21,96911572
17918;-91,92023019;-21,96946228
17919;-91,92169788;-21,96981307
17920;-91,92312209;-21,97015346
17921;-91,92441425;-21,9704623
17922;-91,9255579;-21,97073564
17923;-91,92652236;-21,97096615
17924;-91,92726416;-21,97114344
17925;-91,92780595;-21,97127293
17926;-91,92816072;-21,97135773
17927;-91,9283876;-21,97141195
17928;-91,92854385;-21,97144929
17929;-91,92867107;-21,9714797
17930;-91,92880932;-21,97151274
17931;-91,92899632;-21,97155744
17932;-91,92916933;-21,97159879
17933;-91,92931765;-21,97163424
17934;-91,92949268;-21,97167607
17935;-91,9297256;-21,97173174
17936;-91,92997317;-21,97179091
17937;-91,93022022;-21,97184996
17938;-91,93053417;-21,97192499
17939;-91,93106588;-21,97205208
17940;-91,93184614;-21,97223856
17941;-91,93291013;-21,97249286
17942;-91,93428101;-21,97282051
17943;-91,93592818;-21,97321419
17944;-91,93774893;-21,97364936
17945;-91,93963871;-21,97410103
17946;-91,94157181;-21,97456305
17947;-91,94358815;-21,97504497
17948;-91,94562295;-21,9755313
17949;-91,94757337;-21,97599746
17950;-91,94943746;-21,97644299
17951;-91,9513259;-21,97689434
17952;-91,95329377;-21,97736467
17953;-91,95534589;-21,97785514
17954;-91,9574044;-21,97834713
17955;-91,9594341;-21,97883224
17956;-91,96138858;-21,97929937
17957;-91,96314998;-21,97972036
17958;-91,9646836;-21,9800869
17959;-91,96593599;-21,98038623
17960;-91,9668684;-21,98060908
17961;-91,96752209;-21,98076532
17962;-91,96793763;-21,98086463
17963;-91,96817751;-21,98092197
17964;-91,96823392;-21,98093545
17965;-91,96804627;-21,9808906
17966;-91,96763314;-21,98079186
17967;-91,96705619;-21,98065397
17968;-91,96629243;-21,98047142
17969;-91,96529119;-21,98023212
17970;-91,9640319;-21,97993114
17971;-91,9625075;-21,9795668
17972;-91,96069984;-21,97913476
17973;-91,95857998;-21,9786281
17974;-91,95624044;-21,97806894
17975;-91,95382885;-21,97749256
17976;-91,95136397;-21,97690343
17977;-91,94889343;-21,97631296
17978;-91,94648969;-21,97573845
17979;-91,94416126;-21,97518195
17980;-91,94191033;-21,97464396
17981;-91,93966946;-21,97410838
17982;-91,9373356;-21,97355057
17983;-91,93494441;-21,97297907
17984;-91,93261956;-21,97242341
17985;-91,9304221;-21,97189821
17986;-91,9284061;-21,97141637
17987;-91,92665088;-21,97099686
17988;-91,92524945;-21,97066191
17989;-91,92423902;-21,97042041
17990;-91,92359102;-21,97026554
17991;-91,92330454;-21,97019707
17992;-91,92329144;-21,97019394
17993;-91,92345605;-21,97023328
17994;-91,92385724;-21,97032917
17995;-91,9245853;-21,97050318
17996;-91,92565026;-21,97075771
17997;-91,92709347;-21,97110264
17998;-91,92896951;-21,97155103
17999;-91,93120164;-21,97208452
18000;-91,93365891;-21,97267182
18001;-91,93625315;-21,97329186
18002;-91,93894517;-21,97393527
18003;-91,94169045;-21,97459141
18004;-91,94442803;-21,97524571
18005;-91,9471586;-21,97589833
18006;-91,94987853;-21,97654841
18007;-91,95259061;-21,97719661
18008;-91,95531279;-21,97784723
18009;-91,95796571;-21,97848129
18010;-91,96043395;-21,97907121
18011;-91,96257994;-21,97958412
18012;-91,96401371;-21,97992679
18013;-91,96412494;-21,97995338
18014;-91,96253969;-21,97957449
18015;-91,95903305;-21,97873639
18016;-91,95387025;-21,97750245
18017;-91,94759161;-21,97600182
